GTFS Stop ID,Station ID,station_complex_id,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,is_cbd,total_from_all,total_to_all,total_from_to_cbd,total_to_from_cbd
134,324,324,IRT,Broadway - 7Av,Houston St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.005367 40.728251),TRUE,2033363.9446,2148981.3088,1148063.4196,1168866.1072
F02,255,255,IND,Queens Blvd,169 St,Q,FALSE,F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.793604 40.71047),FALSE,967502.1876,916080.9815999999,373295.12,329640.10599999997
F30,245,245,IND,6th Av - Culver,18 Av,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.976971 40.629755),FALSE,377958.875,373063.4228,106011.319,103409.038
501,442,442,IRT,Dyre Av,Eastchester-Dyre Av,Bx,FALSE,5,At Grade,Last Stop,Manhattan,0,0,0,NA,POINT (-73.830834 40.8883),FALSE,389392.1512,381935.1204,133248.9908,124164.4082
G31,287,287,IND,Crosstown,Flushing Av,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.950234 40.700377),FALSE,320370.7164,313609.0774,61805.1942,73628.3346
251,346,346,IRT,Eastern Pky,Sutter Av-Rutland Rd,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.92261 40.664717),FALSE,707158.583,661387.7166,233072.2942,209517.4978
214,427,427,IRT,Lenox - White Plains Rd,West Farms Sq-E Tremont Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.880049 40.840295),FALSE,606290.7964,579830.7068,205294.5428,191613.8278
624,395,395,IRT,Lexington Av,103 St,M,FALSE,6,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.947478 40.7906),FALSE,1580656.558,1544528.7954,649339.6206,608044.7282
H10,208,208,IND,Rockaway,Beach 25 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,0,0,0,NA,POINT (-73.761353 40.600066),FALSE,73431.1314,70861.9198,26497.6906,24052.2278
R21,16,16,BMT,Broadway - Brighton,8 St-NYU,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.992629 40.730328),TRUE,2399061.8824,2516511.216,1447367.402,1417429.9162
L12,123,123,BMT,Canarsie,Grand St,Bk,FALSE,L,Subway,Manhattan,Outbound,1,1,1,NA,POINT (-73.94067 40.711926),FALSE,876864.2454,902681.0795999999,443883.4942,440959.103
S15,517,517,SIR,Staten Island,Prince's Bay,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.200064 40.525507),FALSE,0,0,0,0
256,351,351,IRT,Eastern Pky,Van Siclen Av,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.889395 40.665449),FALSE,223724.0358,209780.5398,70342.662,64116.7878
701,447,447,IRT,Flushing,Flushing-Main St,Q,FALSE,7,Subway,Last Stop,Manhattan,1,1,1,NA,POINT (-73.83003 40.7596),FALSE,9302254.2838,8881077.763,3276738.9498,3200157.1
S04,142,626,BMT,Franklin Shuttle,Botanic Garden,Bk,FALSE,S,Open Cut,Franklin Av,Prospect Park,0,0,0,NA,POINT (-73.959245 40.670343),FALSE,2094741.9576,2093942.087,927556.7808,873079.1976
D05,213,213,IND,Concourse,Fordham Rd,Bx,FALSE,B D,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.897749 40.861296),FALSE,1000942.6454,971439.8116,454537.6992,423134.5834
236,339,339,IRT,Eastern Pky,Bergen St,Bk,FALSE,2 3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.975098 40.680829),FALSE,605691.9863999999,605863.9022,308934.3506,318416.9872
M08,112,630,BMT,Myrtle Av,Myrtle-Wyckoff Avs,Bk,FALSE,M,Elevated,Inbound,Middle Village,1,1,1,NA,POINT (-73.912385 40.69943),FALSE,3253344.2264,3136630.7128,1455503.0844,1395260.9864
124,314,314,IRT,Broadway - 7Av,66 St-Lincoln Center,M,FALSE,1,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.982209 40.77344),FALSE,2809068.7842,2882799.2784,1420300.7058,1401651.341
F24,240,240,IND,6th Av - Culver,7 Av,Bk,FALSE,F G,Subway,Northbound,Southbound,1,1,1,NA,POINT (-73.980305 40.666271),FALSE,1679780.87,1695130.0528,722333.0202,709437.8286
617,375,375,IRT,Pelham,Cypress Av,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.914042 40.805368),FALSE,279387.5576,280494.3616,87463.1882,81676.6356
A18,156,156,IND,8th Av - Fulton St,103 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.961454 40.796092),FALSE,571888.4452,570964.4958,341008.266,338751.8654
H03,198,198,IND,Rockaway,Howard Beach-JFK Airport,Q,FALSE,A,At Grade,Manhattan,Rockaways,1,1,1,NA,POINT (-73.830301 40.660476),FALSE,705455.9808,476738.4056,305986.8578,206528.7372
244,356,356,IRT,Nostrand,Church Av,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,1,1,1,NA,POINT (-73.949575 40.650843),FALSE,1175532.4156,1115400.991,506638.4776,472770.1612
710,454,616,IRT,Flushing,74 St-Broadway,Q,FALSE,7,Elevated,Outbound,Manhattan,1,1,1,NA,POINT (-73.891394 40.746848),FALSE,8882128.5622,8471325.6446,3756989.4722,3439170.0756
J24,91,91,BMT,Jamaica,Alabama Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.898654 40.676992),FALSE,198745.0634,182768.96600000001,19521.926,19994.0672
L21,131,131,BMT,Canarsie,Bushwick Av-Aberdeen St,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.905249 40.682829),FALSE,289432.8832,285345.6464,124251.9306,120147.3062
R32,28,28,BMT,4th Av,Union St,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.98311 40.677316),FALSE,1036676.4942,1036554.991,491753.6126,480117.4116
631,402,610,IRT,Lexington Av,Grand Central-42 St,M,TRUE,4 5 6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.976848 40.751776),TRUE,21632893.9786,20942786.2236,10624415.7592,9835156.1132
J16,84,84,BMT,Jamaica,85 St-Forest Pkwy,Q,FALSE,J,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.86001 40.692435),FALSE,245188.0772,241774.4526,84682.4494,81234.0096
B08,223,223,IND,63rd St,Lexington Av/63 St,M,FALSE,F Q,Subway,Uptown & Queens,Downtown,1,1,1,NA,POINT (-73.966113 40.764629),FALSE,2572309.0894,2685546.7292,960613.9966,993348.6034
R27,23,635,BMT,Broadway,Whitehall St-South Ferry,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.012994 40.703087),TRUE,4104574.0322000002,3998997.3758,2544507.1028,2322810.6528
217,430,430,IRT,Lenox - White Plains Rd,Simpson St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.893064 40.824073),FALSE,905234.2558,878301.2496,263163.272,252146.635
L27,136,136,BMT,Canarsie,New Lots Av,Bk,FALSE,L,Elevated,Manhattan,Canarsie,0,0,0,NA,POINT (-73.899232 40.658733),FALSE,375014.7896,352262.251,120268.51,107887.823
210,423,423,IRT,Lenox - White Plains Rd,Allerton Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.867352 40.865462),FALSE,440966.7992,436856.4986,149549.218,142221.5882
F36,251,251,IND,6th Av - Culver,Avenue U,Bk,FALSE,F,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.973357 40.596063),FALSE,181691.4938,174808.9462,57687.2416,55863.9448
416,391,391,IRT,Jerome Av,138 St-Grand Concourse,Bx,FALSE,4 5,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.929849 40.813224),FALSE,433616.291,424397.2162,173356.4336,163769.7154
B20,67,67,BMT,West End,20 Av,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.998168 40.604556),FALSE,626681.6194,615219.3522,264051.086,252982.57
B13,60,60,BMT,West End,Fort Hamilton Pkwy,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.994304 40.640914),FALSE,491577.3358,488370.549,150236.1022,142250.3082
F25,241,241,IND,6th Av - Culver,15 St-Prospect Park,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.979493 40.660365),FALSE,769773.1808,777201.4124,346752.278,344383.938
138,328,328,IRT,Broadway - 7Av,WTC Cortlandt,M,TRUE,1,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.012188 40.711835),TRUE,2498158.854,2363251.7624,1871999.7782,1652453.1486
G26,283,283,IND,Crosstown,Greenpoint Av,Bk,FALSE,G,Subway,Queens,Southbound,1,1,1,NA,POINT (-73.954449 40.731352),FALSE,1391667.5566,1456088.1662,589824.0228,640610.2448
L06,119,119,BMT,Canarsie,1 Av,M,TRUE,L,Subway,West Side,Brooklyn,1,1,1,NA,POINT (-73.981628 40.730953),TRUE,4224981.012,4290136.5736,1650146.412,1809461.349
D40,55,55,BMT,Broadway - Brighton,Brighton Beach,Bk,FALSE,B Q,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.961376 40.577621),FALSE,1429075.0988,1417846.9076,371208.6726,351202.7784
R04,3,3,BMT,Astoria,30 Av,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.921479 40.766779),FALSE,1885316.1658,1851557.767,1161587.2562,1120513.8132
402,379,379,IRT,Jerome Av,Mosholu Pkwy,Bx,FALSE,4,Elevated,Woodlawn,Manhattan,1,1,1,NA,POINT (-73.884655 40.87975),FALSE,777982.0112,786668.8418,238079.7326,235263.2308
H11,209,209,IND,Rockaway,Far Rockaway-Mott Av,Q,FALSE,A,Viaduct,Manhattan,Last Stop,1,1,1,NA,POINT (-73.755405 40.603995),FALSE,340476.2252,293866.8774,83995.8704,71500.6044
601,360,360,IRT,Pelham,Pelham Bay Park,Bx,FALSE,6,Elevated,Last Stop,Manhattan,1,1,1,NA,POINT (-73.828121 40.852462),FALSE,697494.8200000001,641783.4688,221934.0934,199862.741
613,371,371,IRT,Pelham,Hunts Point Av,Bx,FALSE,6,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.890549 40.820948),FALSE,1197878.295,1110253.5426,359814.0552,333324.2402
S27,505,505,SIR,Staten Island,Grasmere,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.084087 40.603117),FALSE,0,0,0,0
J20,87,87,BMT,Jamaica,Crescent St,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.873785 40.683194),FALSE,442825.9704,463145.76,136277.28340000001,135850.2798
A64,194,194,IND,Liberty Av,111 St,Q,FALSE,A,Elevated,Manhattan,Ozone Park,0,0,0,NA,POINT (-73.832163 40.684331),FALSE,212559.7542,206228.6928,115001.3398,107003.3176
A07,147,147,IND,8th Av - Fulton St,175 St,M,FALSE,A,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.939704 40.847391),FALSE,1279486.6144,1225354.2884,732418.3352,672371.5258
106,296,296,IRT,Broadway - 7Av,Marble Hill-225 St,M,FALSE,1,Elevated,The Bronx,Downtown,0,0,0,NA,POINT (-73.909831 40.874561),FALSE,559242.0446,559530.954,164069.367,164743.60080000001
121,311,311,IRT,Broadway - 7Av,86 St,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.976218 40.788644),FALSE,2431948.2066,2445482.704,1162405.296,1163888.9216
206,419,419,IRT,Lenox - White Plains Rd,225 St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.860341 40.888022),FALSE,296458.6688,288125.8556,89303.591,80926.6128
G13,266,266,IND,Queens Blvd,Elmhurst Av,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.882017 40.742454),FALSE,1836107.5026,1842929.5674,818801.6908,790490.1444
D27,43,43,BMT,Broadway - Brighton,Parkside Av,Bk,FALSE,Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.961495 40.655292),FALSE,919656.3508,914786.7704,470639.7386,443644.2836
248,343,343,IRT,Eastern Pky,Nostrand Av,Bk,FALSE,3,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.950466 40.669847),FALSE,402116.1706,391086.9406,143434.1398,145359.0812
707,451,451,IRT,Flushing,Junction Blvd,Q,FALSE,7,Elevated,Outbound,Manhattan,1,1,1,NA,POINT (-73.869527 40.749145),FALSE,3921577.9046,3786517.651,1372520.8766,1312711.0576
R44,38,38,BMT,4th Av,86 St,Bk,FALSE,R,Subway,Manhattan,Bay Ridge,1,1,1,NA,POINT (-74.028398 40.622687),FALSE,1493342.2898,1395257.3988,497552.6882,463948.7252
412,387,387,IRT,Jerome Av,170 St,Bx,FALSE,4,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.917791 40.840075),FALSE,850933.8932,830292.89,275304.8426,270194.871
221,434,434,IRT,Lenox - White Plains Rd,3 Av-149 St,Bx,FALSE,2 5,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.917757 40.816109),FALSE,2409304.005,2306340.1168,834784.1438,790913.1938
108,298,298,IRT,Broadway - 7Av,207 St,M,FALSE,1,Elevated,The Bronx,Downtown,0,0,0,NA,POINT (-73.918822 40.864621),FALSE,727781.0892,701167.5848,143031.5508,166732.5022
H04,199,199,IND,Rockaway,Broad Channel,Q,FALSE,A S,At Grade,Inbound,Rockaways,0,0,0,NA,POINT (-73.815925 40.608382),FALSE,10764.7968,10730.6342,5627.1198,5407.9962
A44,177,177,IND,8th Av - Fulton St,Clinton-Washington Avs,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.965838 40.683263),FALSE,1000449.525,984781.2143999999,640978.167,575984.6848
A49,182,182,IND,8th Av - Fulton St,Ralph Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.920786 40.678822),FALSE,598668.8132,575575.3676,271222.0818,254054.0134
711,455,455,IRT,Flushing,69 St,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.896403 40.746325),FALSE,669131.419,667732.6126,212161.81,226150.329
B23,70,70,BMT,West End,Bay 50 St,Bk,FALSE,D,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.983765 40.588841),FALSE,306317.16,301559.8448,109125.6344,96749.5894
G11,264,264,IND,Queens Blvd,Woodhaven Blvd,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.869229 40.733106),FALSE,2569430.7478,2585159.6058,945896.8288,927281.03
S09,522,522,SIR,Staten Island,Tottenville,SI,FALSE,SIR,At Grade,Ferry,Last Stop,1,1,1,NA,POINT (-74.251961 40.512764),FALSE,0,0,0,0
R09,461,461,BMT,Astoria,Queensboro Plaza,Q,FALSE,N W,Elevated,Astoria,Manhattan,1,1,1,NA,POINT (-73.940202 40.750582),FALSE,1950090.8148,2068632.6286,897791.5278,977808.052
M13,99,99,BMT,Jamaica,Lorimer St,Bk,FALSE,M J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.947408 40.703869),FALSE,519089.589,523748.577,258104.6644,227493.7312
S23,509,509,SIR,Staten Island,Grant City,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.109704 40.578965),FALSE,0,0,0,0
G06,279,279,IND,Queens - Archer,Sutphin Blvd-Archer Av-JFK Airport,Q,FALSE,E J Z,Subway,Jamaica,Manhattan,1,1,1,NA,POINT (-73.807969 40.700486),FALSE,4176323.6232,3180682.8968,1501828.816,974159.342
716,460,460,IRT,Flushing,33 St-Rawson St,Q,FALSE,7,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.930997 40.744587),FALSE,1166140.8682,1234840.907,214911.5408,215891.4526
A17,155,155,IND,8th Av - Fulton St,Cathedral Pkwy (110 St),M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.958161 40.800603),FALSE,1020984.249,1005300.4138,575478.223,557053.878
F06,259,259,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,FALSE,E F,Subway,Jamaica,Manhattan,1,1,1,NA,POINT (-73.831008 40.714441),FALSE,3033849.3942,3007475.8934,1183463.0596,1120665.9496
130,320,320,IRT,Broadway - 7Av,23 St,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.995657 40.744081),TRUE,1947302.313,2018814.34,913469.2328,940914.5868
A42,175,175,IND,8th Av - Fulton St,Hoyt-Schermerhorn Sts,Bk,FALSE,A C G,Subway,Westbound,Queens,0,0,0,NA,POINT (-73.985001 40.688484),FALSE,1705399.3534,1730689.323,525314.2048,615219.0244
224,438,438,IRT,Lenox - White Plains Rd,135 St,M,FALSE,2 3,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.94077 40.814229),FALSE,1458701.8762,1459867.6928,650860.3992,632487.2576
N06,75,75,BMT,Sea Beach,20 Av,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.985026 40.61741),FALSE,536767.8436,516995.7222,195507.7266,177895.0702
A05,145,145,IND,8th Av - Fulton St,190 St,M,FALSE,A,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.93418 40.859022),FALSE,502016.677,519531.1438,316119.955,302113.7782
G35,291,291,IND,Crosstown,Clinton-Washington Avs,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.966839 40.688089),FALSE,696330.7734,695695.9512,269040.45,314901.0594
616,374,374,IRT,Pelham,E 143 St-St Mary's St,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.907657 40.808719),FALSE,144115.448,144940.0994,42535.0914,39136.83
J29,94,94,BMT,Jamaica,Halsey St,Bk,FALSE,J,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.916559 40.68637),FALSE,728827.8266,711284.3832,413987.3154,370281.6504
D22,231,231,IND,6th Av - Culver,Grand St,M,TRUE,B D,Subway,Uptown,Brooklyn,0,0,0,NA,POINT (-73.993753 40.718267),TRUE,3512229.2398,3717235.9392,1277004.5364,1366360.876
N10,79,79,BMT,Sea Beach,86 St,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.97823 40.592721),FALSE,279846.6666,268949.5536,69968.8924,66102.6626
252,347,347,IRT,Eastern Pky,Saratoga Av,Bk,FALSE,3,Elevated,Manhattan,New Lots,0,0,0,NA,POINT (-73.916327 40.661453),FALSE,532348.444,511689.7788,192431.1784,176610.2726
S19,513,513,SIR,Staten Island,Great Kills,SI,FALSE,SIR,Open Cut,Ferry,South Shore,1,1,1,NA,POINT (-74.151399 40.551231),FALSE,0,0,0,0
M06,111,111,BMT,Myrtle Av,Seneca Av,Q,FALSE,M,Elevated,Inbound,Middle Village,0,0,0,NA,POINT (-73.90774 40.702762),FALSE,329390.5646,310018.4676,196282.5282,170861.5166
H15,203,203,IND,Rockaway,Rockaway Park-Beach 116 St,Q,FALSE,A S,At Grade,Inbound,Last Stop,1,1,1,NA,POINT (-73.835592 40.580903),FALSE,39331.4572,34119.5822,11551.5006,10916.2196
L13,124,124,BMT,Canarsie,Montrose Av,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.93985 40.707739),FALSE,964819.704,991719.4136,546967.4206,537401.926
D10,218,218,IND,Concourse,167 St,Bx,FALSE,B D,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.91844 40.833771),FALSE,879465.494,869525.034,442126.696,412750.4852
257,352,352,IRT,Eastern Pky,New Lots Av,Bk,FALSE,3,Elevated,Manhattan,Last Stop,0,0,0,NA,POINT (-73.884079 40.666235),FALSE,574591.5934,530426.6286,153379.911,141915.7042
S14,518,518,SIR,Staten Island,Pleasant Plains,SI,FALSE,SIR,Embankment,Ferry,South Shore,0,0,0,NA,POINT (-74.217847 40.52241),FALSE,0,0,0,0
502,443,443,IRT,Dyre Av,Baychester Av,Bx,FALSE,5,Open Cut,Eastchester,Manhattan,0,0,0,NA,POINT (-73.838591 40.878663),FALSE,255945.46,252794.1832,92222.7024,85268.2974
G32,288,288,IND,Crosstown,Myrtle-Willoughby Avs,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.949046 40.694568),FALSE,614358.5596,596842.336,255127.6322,261662.174
215,428,428,IRT,Lenox - White Plains Rd,174 St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.887734 40.837288),FALSE,672152.41,642498.2986,224108.5554,202231.4488
407,382,382,IRT,Jerome Av,Fordham Rd,Bx,FALSE,4,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.901034 40.862803),FALSE,1122182.4946,1073665.4412,341645.2374,336446.3612
A21,159,159,IND,8th Av - Fulton St,81 St-Museum of Natural History,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.972143 40.781433),FALSE,2018402.8286,2058543.4134,1283679.8826,1267389.863
S31,501,501,SIR,Staten Island,St George,SI,FALSE,SIR,Open Cut,Last Stop,South Shore,1,1,1,NA,POINT (-74.073643 40.643748),FALSE,0,0,0,0
A53,186,186,IND,8th Av - Fulton St,Van Siclen Av,Bk,FALSE,C,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.890358 40.67271),FALSE,289713.0072,272944.8174,101534.6394,92296.1872
113,303,303,IRT,Broadway - 7Av,157 St,M,FALSE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.94489 40.834041),FALSE,1330612.7584,1332661.3448,541735.4362,555241.9416
603,362,362,IRT,Pelham,Middletown Rd,Bx,FALSE,6,Elevated,Pelham Bay,Manhattan,0,0,0,NA,POINT (-73.836322 40.843863),FALSE,199611.1412,197209.9648,92833.555,87687.8104
R34,30,30,BMT,4th Av,Prospect Av,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.992872 40.665414),FALSE,734250.8458,736925.5848,330187.5548,319927.89
S03,141,141,BMT,Franklin Shuttle,Park Pl,Bk,FALSE,S,Open Cut,Franklin Av,Prospect Park,1,1,1,NA,POINT (-73.957624 40.674772),FALSE,176093.7576,167238.5116,61693.7364,63936.9554
D31,47,47,BMT,Broadway - Brighton,Newkirk Plaza,Bk,FALSE,B Q,Open Cut,Manhattan,Southbound,0,0,0,NA,POINT (-73.962793 40.635082),FALSE,1251805.9288,1218261.7788,515229.656,479566.0974
G19,271,271,IND,Queens Blvd,Steinway St,Q,FALSE,M R,Subway,Outbound,Manhattan,0,0,0,NA,POINT (-73.92074 40.756879),FALSE,1677103.5093999999,1716671.5876,729582.3072,762844.4978
F03,256,256,IND,Queens Blvd,Parsons Blvd,Q,FALSE,F,Subway,Jamaica,Manhattan,0,0,0,NA,POINT (-73.803326 40.707564),FALSE,863866.828,797920.3554,320890.6856,276670.518
133,323,323,IRT,Broadway - 7Av,Christopher St-Stonewall,M,TRUE,1,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.002906 40.733422),TRUE,1854223.0574,1934915.6828,1132935.6466,1155141.1861999999
420,414,414,IRT,Lexington Av,Bowling Green,M,TRUE,4 5,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.014065 40.704817),TRUE,3055636.5948,3115952.6818,1285445.638,1333331.4214
609,367,367,IRT,Pelham,St Lawrence Av,Bx,FALSE,6,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.867618 40.831509),FALSE,465612.5126,442353.9984,202911.2478,186672.4636
116,306,306,IRT,Broadway - 7Av,125 St,M,FALSE,1,Elevated,Uptown,Downtown,0,0,0,NA,POINT (-73.958372 40.815581),FALSE,1153828.9408,1162013.7184,509131.1762,511949.3302
F18,235,235,IND,6th Av - Culver,York St,Bk,FALSE,F,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.986751 40.701397),FALSE,2200951.6658,2257835.4908,1307120.4112,1292858.9658
F31,246,246,IND,6th Av - Culver,Avenue I,Bk,FALSE,F,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.976127 40.625322),FALSE,140441.2396,139208.4906,31401.357,32561.7334
B15,62,62,BMT,West End,55 St,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.995476 40.631435),FALSE,177572.7308,176152.73560000001,42118.0248,38881.6762
H09,207,207,IND,Rockaway,Beach 36 St,Q,FALSE,A,Viaduct,Manhattan,Far Rockaway,0,0,0,NA,POINT (-73.768175 40.595398),FALSE,30807.862,30790.1294,10088.5558,8970.4406
M23,107,107,BMT,Jamaica,Broad St,M,TRUE,J Z,Subway,Brooklyn,Last Stop,0,0,0,NA,POINT (-74.011056 40.706476),TRUE,766808.2506,791643.4244,317281.732,309446.0534
625,396,396,IRT,Lexington Av,96 St,M,FALSE,6,Subway,The Bronx,Downtown,0,0,0,NA,POINT (-73.95107 40.785672),FALSE,2271972.1014,2294617.1516,988347.0814,965715.4996
R17,12,607,BMT,Broadway - Brighton,34 St-Herald Sq,M,TRUE,N Q R W,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.98795 40.749567),TRUE,15742960.8994,15921936.5118,6009990.406,5916773.9216
D06,214,214,IND,Concourse,182-183 Sts,Bx,FALSE,B D,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.900741 40.856093),FALSE,469801.2566,437440.0588,228862.8808,203881.0064
A14,152,152,IND,8th Av - Fulton St,135 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.947649 40.817894),FALSE,610070.94239999994,586248.0574,283698.2792,274584.3418
211,424,424,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.867615 40.857192),FALSE,862684.1172,848078.1568,273821.664,265093.5242
N07,76,76,BMT,Sea Beach,Bay Pkwy,Bk,FALSE,N,Open Cut,Manhattan,Coney Island,0,0,0,NA,POINT (-73.981848 40.611815),FALSE,887264.1976,871626.1894,332897.9268,317888.02
225,439,439,IRT,Lenox - White Plains Rd,125 St,M,FALSE,2 3,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.945495 40.807754),FALSE,1855969.1228,1855639.6528,686720.1496,711894.8204
B14,61,61,BMT,West End,50 St,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.994791 40.63626),FALSE,367871.5856,363635.3994,84297.8298,79530.9272
R45,39,39,BMT,4th Av,Bay Ridge-95 St,Bk,FALSE,R,Subway,Manhattan,Last Stop,1,1,1,NA,POINT (-74.030876 40.616622),FALSE,657606.5968,614652.3756,285275.714,261758.2806
G28,284,284,IND,Crosstown,Nassau Av,Bk,FALSE,G,Subway,Queens,Southbound,0,0,0,NA,POINT (-73.951277 40.724635),FALSE,1398788.6514,1466940.778,473811.0646,587285.596
A33,168,168,IND,8th Av - Fulton St,Spring St,M,TRUE,C E,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.003739 40.726227),TRUE,2107088.9263999998,2254142.1788,1179244.02,1244048.7504
411,386,386,IRT,Jerome Av,Mt Eden Av,Bx,FALSE,4,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.914685 40.844434),FALSE,499034.7112,456087.229,167988.0008,151845.7272
